Sample ID	iCluster
TCGA-KK-A7AP	16
TCGA-KK-A7AQ	16
TCGA-KK-A7AU	16
TCGA-KK-A7AV	16
TCGA-KK-A7AW	16
TCGA-KK-A7AY	16
TCGA-KK-A7B0	16
TCGA-KK-A7B1	16
TCGA-KK-A7B2	16
TCGA-KK-A7B3	16
TCGA-KK-A7B4	16
TCGA-KK-A8I4	16
TCGA-KK-A8I5	16
TCGA-KK-A8I6	16
TCGA-KK-A8I7	16
TCGA-KK-A8I8	16
TCGA-KK-A8I9	16
TCGA-KK-A8IA	16
TCGA-KK-A8IB	16
TCGA-KK-A8IC	16
TCGA-KK-A8ID	16
TCGA-KK-A8IF	16
TCGA-KK-A8IG	16
TCGA-KK-A8IH	16
TCGA-KK-A8II	16
TCGA-KK-A8IJ	16
TCGA-KK-A8IK	16
TCGA-KK-A8IL	16
TCGA-KK-A8IM	16
TCGA-M7-A71Z	16
TCGA-M7-A720	16
TCGA-M7-A721	16
TCGA-M7-A722	16
TCGA-M7-A723	16
TCGA-M7-A724	16
TCGA-M7-A725	16
TCGA-MG-AAMC	16
TCGA-SU-A7E7	16
TCGA-TK-A8OK	16
TCGA-TP-A8TT	16
TCGA-TP-A8TV	16
TCGA-V1-A8MF	16
TCGA-V1-A8MG	16
TCGA-V1-A8MJ	16
TCGA-V1-A8MK	16
TCGA-V1-A8ML	16
TCGA-V1-A8MM	16
TCGA-V1-A8MU	16
TCGA-V1-A8WL	16
TCGA-V1-A8WN	16
TCGA-V1-A8WS	16
TCGA-V1-A8WV	16
TCGA-V1-A8WW	16
TCGA-V1-A8X3	16
TCGA-V1-A9O5	16
TCGA-V1-A9O7	16
TCGA-V1-A9O9	16
TCGA-V1-A9OA	16
TCGA-V1-A9OF	16
TCGA-V1-A9OH	16
TCGA-V1-A9OL	16
TCGA-V1-A9OQ	16
TCGA-V1-A9OT	16
TCGA-V1-A9OX	16
TCGA-V1-A9OY	16
TCGA-V1-A9Z7	16
TCGA-V1-A9Z8	16
TCGA-V1-A9Z9	16
TCGA-V1-A9ZG	16
TCGA-V1-A9ZI	16
TCGA-V1-A9ZK	16
TCGA-V1-A9ZR	16
TCGA-VN-A88I	16
TCGA-VN-A88K	16
TCGA-VN-A88L	16
TCGA-VN-A88M	16
TCGA-VN-A88N	16
TCGA-VN-A88O	16
TCGA-VN-A88P	16
TCGA-VN-A88Q	16
TCGA-VN-A88R	16
TCGA-VN-A943	16
TCGA-VP-A872	16
TCGA-VP-A875	16
TCGA-VP-A876	16
TCGA-VP-A878	16
TCGA-VP-A879	16
TCGA-VP-A87B	16
TCGA-VP-A87C	16
TCGA-VP-A87D	16
TCGA-VP-A87E	16
TCGA-VP-A87H	16
TCGA-VP-A87J	16
TCGA-VP-A87K	16
TCGA-VP-AA1N	16
TCGA-WW-A8ZI	16
TCGA-X4-A8KQ	16
TCGA-X4-A8KS	16
TCGA-XA-A8JR	16
TCGA-XJ-A83F	16
TCGA-XJ-A83G	16
TCGA-XJ-A83H	16
TCGA-XJ-A9DI	16
TCGA-XJ-A9DK	16
TCGA-XJ-A9DQ	16
TCGA-XJ-A9DX	16
TCGA-XK-AAIR	16
TCGA-XK-AAIV	16
TCGA-XK-AAIW	16
TCGA-XK-AAJA	16
TCGA-XK-AAJP	16
TCGA-XK-AAJR	16
TCGA-XK-AAJT	16
TCGA-XK-AAJU	16
TCGA-XQ-A8TA	16
TCGA-XQ-A8TB	16
TCGA-Y6-A8TL	16
TCGA-Y6-A9XI	16
TCGA-YJ-A8SW	16
TCGA-YL-A8HJ	16
TCGA-YL-A8HK	16
TCGA-YL-A8HL	16
TCGA-YL-A8HM	16
TCGA-YL-A8HO	16
TCGA-YL-A8S8	16
TCGA-YL-A8S9	16
TCGA-YL-A8SA	16
TCGA-YL-A8SB	16
TCGA-YL-A8SC	16
TCGA-YL-A8SF	16
TCGA-YL-A8SH	16
TCGA-YL-A8SI	16
TCGA-YL-A8SJ	16
TCGA-YL-A8SK	16
TCGA-YL-A8SL	16
TCGA-YL-A8SO	16
TCGA-YL-A8SP	16
TCGA-YL-A8SQ	16
TCGA-YL-A8SR	16
TCGA-YL-A9WH	16
TCGA-YL-A9WI	16
TCGA-YL-A9WJ	16
TCGA-YL-A9WK	17
TCGA-YL-A9WL	16
TCGA-YL-A9WX	16
TCGA-YL-A9WY	16
TCGA-ZG-A8QW	16
TCGA-ZG-A8QX	16
TCGA-ZG-A8QY	16
TCGA-ZG-A8QZ	16
TCGA-ZG-A9KY	16
TCGA-ZG-A9L0	16
TCGA-ZG-A9L1	16
TCGA-ZG-A9L2	16
TCGA-ZG-A9L4	16
TCGA-ZG-A9L5	16
TCGA-ZG-A9L6	16
TCGA-ZG-A9L9	16
TCGA-ZG-A9LB	17
TCGA-ZG-A9LM	16
TCGA-ZG-A9LN	16
TCGA-ZG-A9LS	16
TCGA-ZG-A9LU	16
TCGA-ZG-A9LY	16
TCGA-ZG-A9LZ	16
TCGA-ZG-A9M4	16
TCGA-ZG-A9MC	16
TCGA-ZG-A9N3	2
TCGA-ZG-A9ND	16
TCGA-ZG-A9NI	16
TCGA-2K-A9WE	28
TCGA-2Z-A9J1	28
TCGA-2Z-A9J2	28
TCGA-2Z-A9J3	28
TCGA-2Z-A9J5	28
TCGA-2Z-A9J6	28
TCGA-2Z-A9J7	28
TCGA-2Z-A9J8	28
TCGA-2Z-A9J9	28
TCGA-2Z-A9JD	28
TCGA-2Z-A9JE	28
TCGA-2Z-A9JG	28
TCGA-2Z-A9JI	28
TCGA-2Z-A9JJ	28
TCGA-2Z-A9JK	28
TCGA-2Z-A9JL	28
TCGA-2Z-A9JM	28
TCGA-2Z-A9JN	28
TCGA-2Z-A9JO	28
TCGA-2Z-A9JP	28
TCGA-2Z-A9JQ	28
TCGA-2Z-A9JR	28
TCGA-2Z-A9JS	28
TCGA-2Z-A9JT	28
TCGA-4A-A93W	28
TCGA-4A-A93X	28
TCGA-4A-A93Y	20
TCGA-5P-A9JU	28
TCGA-5P-A9JV	28
TCGA-5P-A9JW	28
TCGA-5P-A9JY	28
TCGA-5P-A9JZ	28
TCGA-5P-A9K0	28
TCGA-5P-A9K2	28
TCGA-5P-A9K3	28
TCGA-5P-A9K4	28
TCGA-5P-A9K6	28
TCGA-5P-A9K8	28
TCGA-5P-A9K9	28
TCGA-5P-A9KA	28
TCGA-5P-A9KC	28
TCGA-5P-A9KE	28
TCGA-5P-A9KH	9
TCGA-A4-7286	28
TCGA-A4-7287	10
TCGA-A4-7288	28
TCGA-A4-7583	28
TCGA-A4-7584	28
TCGA-A4-7585	28
TCGA-A4-7732	28
TCGA-A4-7734	28
TCGA-A4-7828	28
TCGA-A4-7915	1
TCGA-A4-7996	28
TCGA-A4-7997	28
TCGA-A4-8098	28
TCGA-A4-8310	28
TCGA-A4-8311	28
TCGA-A4-8312	28
TCGA-A4-8515	28
TCGA-A4-8516	28
TCGA-A4-8517	28
TCGA-A4-8518	28
TCGA-A4-8630	28
TCGA-A4-A48D	28
TCGA-A4-A4ZT	28
TCGA-A4-A57E	7
TCGA-A4-A5DU	28
TCGA-A4-A5XZ	28
TCGA-A4-A5Y0	28
TCGA-A4-A5Y1	28
TCGA-A4-A6HP	28
TCGA-A4-A772	28
TCGA-A4-A7UZ	28
TCGA-AL-3466	7
TCGA-AL-3467	28
TCGA-AL-3471	28
TCGA-AL-3472	28
TCGA-AL-3473	28
TCGA-AL-7173	28
TCGA-AT-A5NU	28
TCGA-B1-5398	28
TCGA-B1-7332	28
TCGA-B1-A47M	28
TCGA-B1-A47N	28
TCGA-B1-A654	28
TCGA-B1-A655	28
TCGA-B1-A656	28
TCGA-B1-A657	28
TCGA-B3-3925	28
TCGA-B3-3926	28
TCGA-B3-4103	28
TCGA-B3-4104	27
TCGA-B3-8121	28
TCGA-B3-A6W5	28
TCGA-B9-4113	28
TCGA-B9-4114	28
TCGA-B9-4115	28
TCGA-B9-4116	28
TCGA-B9-4117	28
TCGA-B9-4617	28
TCGA-B9-5155	28
TCGA-B9-5156	28
TCGA-B9-7268	28
TCGA-B9-A44B	28
TCGA-B9-A5W7	28
TCGA-B9-A5W8	28
TCGA-B9-A5W9	28
TCGA-B9-A69E	28
TCGA-B9-A8YH	28
TCGA-B9-A8YI	28
TCGA-BQ-5875	28
TCGA-BQ-5876	28
TCGA-BQ-5877	28
TCGA-BQ-5878	28
TCGA-BQ-5879	1
TCGA-BQ-5880	28
TCGA-BQ-5881	28
TCGA-BQ-5882	28
TCGA-BQ-5883	28
TCGA-BQ-5884	28
TCGA-BQ-5885	28
TCGA-BQ-5886	28
TCGA-BQ-5887	28
TCGA-BQ-5888	28
TCGA-BQ-5889	20
TCGA-BQ-5890	28
TCGA-BQ-5891	28
TCGA-BQ-5892	28
TCGA-BQ-5893	1
TCGA-BQ-5894	14
TCGA-BQ-7044	28
TCGA-BQ-7045	28
TCGA-BQ-7046	28
TCGA-BQ-7048	28
TCGA-BQ-7050	28
TCGA-BQ-7051	28
TCGA-BQ-7053	28
TCGA-BQ-7055	28
TCGA-BQ-7058	28
TCGA-BQ-7059	28
TCGA-BQ-7060	28
TCGA-BQ-7061	28
TCGA-BQ-7062	28
TCGA-DW-5560	28
TCGA-DW-5561	28
TCGA-DW-7834	28
TCGA-DW-7836	28
TCGA-DW-7837	28
TCGA-DW-7838	28
TCGA-DW-7839	28
TCGA-DW-7840	28
TCGA-DW-7841	28
TCGA-DW-7842	28
TCGA-DW-7963	28
TCGA-DZ-6131	28
TCGA-DZ-6132	28
TCGA-DZ-6133	28
TCGA-DZ-6134	28
TCGA-DZ-6135	28
TCGA-EV-5901	28
TCGA-EV-5902	28
TCGA-EV-5903	28
TCGA-F9-A4JJ	1
TCGA-F9-A7Q0	28
TCGA-F9-A7VF	28
TCGA-F9-A8NY	1
TCGA-F9-A97G	28
TCGA-G7-6789	28
TCGA-G7-6790	28
TCGA-G7-6792	28
TCGA-G7-6793	1
TCGA-G7-6795	28
TCGA-G7-6796	28
TCGA-G7-6797	28
TCGA-G7-7501	7
TCGA-G7-7502	28
TCGA-G7-A4TM	28
TCGA-G7-A8LB	28
TCGA-G7-A8LC	28
TCGA-G7-A8LD	17
TCGA-G7-A8LE	28
TCGA-GL-6846	28
TCGA-GL-7773	28
TCGA-GL-7966	1
TCGA-GL-8500	28
TCGA-GL-A4EM	28
TCGA-GL-A59R	28
TCGA-GL-A59T	28
TCGA-GL-A9DC	28
TCGA-GL-A9DD	28
TCGA-GL-A9DE	28
TCGA-HE-7128	28
TCGA-HE-7129	28
TCGA-HE-7130	25
TCGA-HE-A5NF	28
TCGA-HE-A5NH	28
TCGA-HE-A5NI	28
TCGA-HE-A5NJ	28
TCGA-HE-A5NK	28
TCGA-HE-A5NL	28
TCGA-IA-A40U	28
TCGA-IA-A40X	28
TCGA-IA-A40Y	28
TCGA-IA-A83S	28
TCGA-IA-A83T	28
TCGA-IA-A83V	28
TCGA-IA-A83W	28
TCGA-IZ-8195	28
TCGA-IZ-8196	28
TCGA-IZ-A6M8	28
TCGA-IZ-A6M9	28
TCGA-J7-6720	28
TCGA-J7-8537	28
TCGA-J7-A8I2	7
TCGA-KV-A6GD	28
TCGA-KV-A6GE	28
TCGA-KV-A74V	28
TCGA-MH-A55W	28
TCGA-MH-A55Z	28
TCGA-MH-A560	28
TCGA-MH-A561	28
TCGA-MH-A562	28
TCGA-MH-A854	28
TCGA-MH-A855	28
TCGA-MH-A856	28
TCGA-MH-A857	28
TCGA-O9-A75Z	28
TCGA-P4-A5E6	28
TCGA-P4-A5E7	28
TCGA-P4-A5E8	1
TCGA-P4-A5EA	14
TCGA-P4-A5EB	28
TCGA-P4-A5ED	28
TCGA-P4-AAVK	28
TCGA-P4-AAVL	28
TCGA-P4-AAVM	28
TCGA-P4-AAVO	28
TCGA-PJ-A5Z8	28
TCGA-PJ-A5Z9	28
TCGA-Q2-A5QZ	28
TCGA-SX-A71R	28
TCGA-SX-A71S	28
TCGA-SX-A71U	28
TCGA-SX-A71V	28
TCGA-SX-A7SL	28
TCGA-SX-A7SM	28
TCGA-SX-A7SN	28
TCGA-SX-A7SO	28
TCGA-SX-A7SP	28
TCGA-SX-A7SQ	28
TCGA-SX-A7SR	28
TCGA-SX-A7SS	28
TCGA-SX-A7SU	28
TCGA-UN-AAZ9	28
TCGA-UZ-A9PJ	28
TCGA-UZ-A9PK	28
TCGA-UZ-A9PL	28
TCGA-UZ-A9PM	28
TCGA-UZ-A9PN	28
TCGA-UZ-A9PO	28
TCGA-UZ-A9PP	28
TCGA-UZ-A9PQ	28
TCGA-UZ-A9PR	28
TCGA-UZ-A9PS	28
TCGA-UZ-A9PU	28
TCGA-UZ-A9PV	28
TCGA-UZ-A9PX	28
TCGA-UZ-A9PZ	28
TCGA-UZ-A9Q0	28
TCGA-UZ-A9Q1	28
TCGA-V9-A7HT	28
TCGA-WN-A9G9	28
TCGA-WN-AB4C	28
TCGA-Y8-A894	28
TCGA-Y8-A895	28
TCGA-Y8-A896	28
TCGA-Y8-A897	28
TCGA-Y8-A898	28
TCGA-Y8-A8RY	28
TCGA-Y8-A8RZ	28
TCGA-Y8-A8S0	28
TCGA-Y8-A8S1	28
TCGA-2J-AAB1	20
TCGA-2J-AAB4	20
TCGA-2J-AAB6	20
TCGA-2J-AAB8	20
TCGA-2J-AAB9	20
TCGA-2J-AABA	20
TCGA-2J-AABE	20
TCGA-2J-AABF	20
TCGA-2J-AABH	20
TCGA-2J-AABI	20
TCGA-2J-AABK	20
TCGA-2J-AABO	20
TCGA-2J-AABP	3
TCGA-2J-AABR	20
TCGA-2J-AABT	20
TCGA-2J-AABU	20
TCGA-2J-AABV	20
TCGA-2L-AAQA	20
TCGA-2L-AAQE	20
TCGA-2L-AAQI	20
TCGA-2L-AAQJ	20
TCGA-2L-AAQL	20
TCGA-2L-AAQM	5
TCGA-3A-A9I5	20
TCGA-3A-A9I7	20
TCGA-3A-A9I9	20
TCGA-3A-A9IB	20
TCGA-3A-A9IC	20
TCGA-3A-A9IH	20
TCGA-3A-A9IJ	5
TCGA-3A-A9IL	22
TCGA-3A-A9IN	22
TCGA-3A-A9IO	22
TCGA-3A-A9IR	13
TCGA-3A-A9IS	9
TCGA-3A-A9IU	20
TCGA-3A-A9IV	5
TCGA-3A-A9IX	20
TCGA-3A-A9IZ	20
TCGA-3A-A9J0	2
TCGA-3E-AAAY	20
TCGA-3E-AAAZ	20
TCGA-F2-6879	20
TCGA-F2-6880	20
TCGA-F2-7273	20
TCGA-F2-7276	20
TCGA-F2-A44G	20
TCGA-F2-A44H	20
TCGA-F2-A7TX	20
TCGA-F2-A8YN	20
TCGA-FB-A4P5	20
TCGA-FB-A545	20
TCGA-FB-A5VM	20
TCGA-FB-A78T	20
TCGA-FB-A7DR	20
TCGA-FB-AAPP	7
TCGA-FB-AAPQ	20
TCGA-FB-AAPS	20
TCGA-FB-AAPU	7
TCGA-FB-AAPY	20
TCGA-FB-AAPZ	7
TCGA-FB-AAQ0	20
TCGA-FB-AAQ1	20
TCGA-FB-AAQ2	20
TCGA-FB-AAQ3	20
TCGA-FB-AAQ6	20
TCGA-H6-8124	20
TCGA-H6-A45N	20
TCGA-H8-A6C1	20
TCGA-HV-A5A3	10
TCGA-HV-A5A4	20
TCGA-HV-A5A5	20
TCGA-HV-A5A6	20
TCGA-HV-A7OL	20
TCGA-HV-A7OP	18
TCGA-HV-AA8V	20
TCGA-HV-AA8X	20
TCGA-HZ-7289	4
TCGA-HZ-7918	20
TCGA-HZ-7919	20
TCGA-HZ-7920	20
TCGA-HZ-7922	20
TCGA-HZ-7923	20
TCGA-HZ-7924	20
TCGA-HZ-7925	20
TCGA-HZ-7926	20
TCGA-HZ-8001	20
TCGA-HZ-8002	20
TCGA-HZ-8003	20
TCGA-HZ-8005	20
TCGA-HZ-8315	20
TCGA-HZ-8317	20
TCGA-HZ-8519	20
TCGA-HZ-8636	20
TCGA-HZ-8637	20
TCGA-HZ-8638	20
TCGA-HZ-A49G	20
TCGA-HZ-A49H	20
TCGA-HZ-A49I	20
TCGA-HZ-A4BH	20
TCGA-HZ-A4BK	20
TCGA-HZ-A77O	20
TCGA-HZ-A77P	20
TCGA-HZ-A77Q	20
TCGA-HZ-A8P0	20
TCGA-HZ-A8P1	20
TCGA-HZ-A9TJ	20
TCGA-IB-7644	20
TCGA-IB-7645	20
TCGA-IB-7646	20
TCGA-IB-7647	20
TCGA-IB-7649	20
TCGA-IB-7651	20
TCGA-IB-7652	20
TCGA-IB-7885	20
TCGA-IB-7886	20
TCGA-IB-7887	20
TCGA-IB-7888	20
TCGA-IB-7889	20
TCGA-IB-7890	20
TCGA-IB-7891	20
TCGA-IB-7893	20
TCGA-IB-7897	20
TCGA-IB-8126	20
TCGA-IB-8127	20
TCGA-IB-A5SO	20
TCGA-IB-A5SP	20
TCGA-IB-A5SQ	20
TCGA-IB-A5SS	20
TCGA-IB-A5ST	20
TCGA-IB-A6UF	20
TCGA-IB-A6UG	20
TCGA-IB-A7LX	10
TCGA-IB-A7M4	20
TCGA-IB-AAUM	20
TCGA-IB-AAUN	20
TCGA-IB-AAUO	20
TCGA-IB-AAUP	20
TCGA-IB-AAUQ	20
TCGA-IB-AAUR	20
TCGA-IB-AAUS	20
TCGA-IB-AAUT	20
TCGA-IB-AAUU	20
TCGA-IB-AAUV	20
TCGA-IB-AAUW	20
TCGA-L1-A7W4	10
TCGA-LB-A7SX	20
TCGA-LB-A8F3	20
TCGA-LB-A9Q5	20
TCGA-M8-A5N4	20
TCGA-OE-A75W	20
TCGA-PZ-A5RE	20
TCGA-Q3-A5QY	20
TCGA-Q3-AA2A	20
TCGA-RB-A7B8	20
TCGA-RB-AA9M	20
TCGA-RL-AAAS	20
TCGA-S4-A8RM	20
TCGA-S4-A8RO	20
TCGA-S4-A8RP	20
TCGA-US-A774	20
TCGA-US-A776	13
TCGA-US-A779	20
TCGA-US-A77E	20
TCGA-US-A77G	20
TCGA-US-A77J	20
TCGA-XD-AAUG	20
TCGA-XD-AAUH	20
TCGA-XD-AAUI	20
TCGA-XD-AAUL	20
TCGA-XN-A8T3	20
TCGA-XN-A8T5	20
TCGA-YB-A89D	20
TCGA-YH-A8SY	20
TCGA-YY-A8LH	20
TCGA-Z5-AAPL	20
TCGA-3B-A9HI	3
TCGA-3B-A9HJ	3
TCGA-3B-A9HL	3
TCGA-3B-A9HO	3
TCGA-3B-A9HP	3
TCGA-3B-A9HQ	3
TCGA-3B-A9HR	5
TCGA-3B-A9HS	3
TCGA-3B-A9HT	3
TCGA-3B-A9HU	3
TCGA-3B-A9HV	5
TCGA-3B-A9HX	3
TCGA-3B-A9HY	3
TCGA-3B-A9HZ	3
TCGA-3B-A9I0	3
TCGA-3B-A9I1	3
TCGA-3B-A9I3	20
TCGA-3R-A8YX	7
TCGA-DX-A1KU	3
TCGA-DX-A1KW	5
TCGA-DX-A1KX	3
TCGA-DX-A1KY	15
TCGA-DX-A1KZ	3
TCGA-DX-A1L0	22
TCGA-DX-A1L1	3
TCGA-DX-A1L2	3
TCGA-DX-A1L3	3
TCGA-DX-A1L4	3
TCGA-DX-A23R	22
TCGA-DX-A23T	3
TCGA-DX-A23U	3
TCGA-DX-A23V	3
TCGA-DX-A23Y	3
TCGA-DX-A23Z	3
TCGA-DX-A240	3
TCGA-DX-A2IZ	5
TCGA-DX-A2J0	22
TCGA-DX-A2J1	3
TCGA-DX-A2J4	3
TCGA-DX-A3LS	3
TCGA-DX-A3LT	3
TCGA-DX-A3LU	3
TCGA-DX-A3LW	9
TCGA-DX-A3LY	3
TCGA-DX-A3M1	3
TCGA-DX-A3M2	3
TCGA-DX-A3U5	9
TCGA-DX-A3U6	3
TCGA-DX-A3U7	3
TCGA-DX-A3U8	3
TCGA-DX-A3U9	5
TCGA-DX-A3UA	7
TCGA-DX-A3UB	3
TCGA-DX-A3UC	3
TCGA-DX-A3UD	3
TCGA-DX-A3UE	3
TCGA-DX-A3UF	3
TCGA-DX-A48J	5
TCGA-DX-A48K	3
TCGA-DX-A48L	5
TCGA-DX-A48N	5
TCGA-DX-A48O	3
TCGA-DX-A48P	3
TCGA-DX-A48R	5
TCGA-DX-A48U	3
TCGA-DX-A6B7	3
TCGA-DX-A6B8	3
TCGA-DX-A6B9	5
TCGA-DX-A6BA	3
TCGA-DX-A6BB	5
TCGA-DX-A6BE	3
TCGA-DX-A6BF	3
TCGA-DX-A6BG	3
TCGA-DX-A6BH	3
TCGA-DX-A6YQ	3
TCGA-DX-A6YR	7
TCGA-DX-A6YS	5
TCGA-DX-A6YT	3
TCGA-DX-A6YU	3
TCGA-DX-A6YV	3
TCGA-DX-A6YX	17
TCGA-DX-A6YZ	3
TCGA-DX-A6Z0	23
TCGA-DX-A6Z2	3
TCGA-DX-A7EF	7
TCGA-DX-A7EI	22
TCGA-DX-A7EL	3
TCGA-DX-A7EM	3
TCGA-DX-A7EN	3
TCGA-DX-A7EO	8
TCGA-DX-A7EQ	7
TCGA-DX-A7ER	5
TCGA-DX-A7ES	3
TCGA-DX-A7ET	3
TCGA-DX-A8BG	3
TCGA-DX-A8BH	3
TCGA-DX-A8BJ	7
TCGA-DX-A8BK	3
TCGA-DX-A8BL	3
TCGA-DX-A8BM	5
TCGA-DX-A8BN	3
TCGA-DX-A8BO	3
TCGA-DX-A8BP	3
TCGA-DX-A8BR	3
TCGA-DX-A8BS	3
TCGA-DX-A8BT	3
TCGA-DX-A8BU	3
TCGA-DX-A8BV	3
TCGA-DX-A8BX	3
TCGA-DX-A8BZ	3
TCGA-DX-AATS	3
TCGA-DX-AB2E	15
TCGA-DX-AB2F	13
TCGA-DX-AB2G	3
TCGA-DX-AB2H	5
TCGA-DX-AB2J	22
TCGA-DX-AB2O	13
TCGA-DX-AB2P	3
TCGA-DX-AB2Q	17
TCGA-DX-AB2S	3
TCGA-DX-AB2T	3
TCGA-DX-AB2V	9
TCGA-DX-AB2W	3
TCGA-DX-AB2X	7
TCGA-DX-AB2Z	3
TCGA-DX-AB30	7
TCGA-DX-AB32	3
TCGA-DX-AB35	22
TCGA-DX-AB36	3
TCGA-DX-AB37	3
TCGA-DX-AB3A	3
TCGA-DX-AB3B	5
TCGA-DX-AB3C	5
TCGA-FX-A2QS	15
TCGA-FX-A3NJ	3
TCGA-FX-A3NK	3
TCGA-FX-A3RE	7
TCGA-FX-A3TO	3
TCGA-FX-A48G	3
TCGA-FX-A76Y	3
TCGA-FX-A8OO	5
TCGA-HB-A2OT	3
TCGA-HB-A3L4	5
TCGA-HB-A3YV	5
TCGA-HB-A43Z	3
TCGA-HB-A5W3	3
TCGA-HS-A5N7	3
TCGA-HS-A5N8	3
TCGA-HS-A5NA	5
TCGA-IE-A3OV	3
TCGA-IE-A4EH	3
TCGA-IE-A4EI	23
TCGA-IE-A4EJ	3
TCGA-IE-A4EK	5
TCGA-IE-A6BZ	5
TCGA-IF-A3RQ	3
TCGA-IF-A4AJ	3
TCGA-IS-A3K6	3
TCGA-IS-A3K7	3
TCGA-IS-A3K8	5
TCGA-IS-A3KA	3
TCGA-IW-A3M4	5
TCGA-IW-A3M5	7
TCGA-IW-A3M6	3
TCGA-JV-A5VE	3
TCGA-JV-A5VF	3
TCGA-JV-A75J	5
TCGA-K1-A3PN	3
TCGA-K1-A3PO	3
TCGA-K1-A42W	3
TCGA-K1-A42X	5
TCGA-K1-A6RT	3
TCGA-K1-A6RU	3
TCGA-K1-A6RV	3
TCGA-KD-A5QS	3
TCGA-KD-A5QT	5
TCGA-KD-A5QU	3
TCGA-KF-A41W	3
TCGA-LI-A67I	3
TCGA-LI-A9QH	3
TCGA-MB-A5Y8	3
TCGA-MB-A5Y9	3
TCGA-MB-A5YA	3
TCGA-MB-A8JK	3
TCGA-MB-A8JL	7
TCGA-MJ-A68H	3
TCGA-MJ-A68J	3
TCGA-MJ-A850	3
TCGA-MO-A47P	5
TCGA-MO-A47R	15
TCGA-N1-A6IA	3
TCGA-PC-A5DK	3
TCGA-PC-A5DL	3
TCGA-PC-A5DN	22
TCGA-PC-A5DO	3
TCGA-QC-A6FX	3
TCGA-QC-A7B5	3
TCGA-QC-AA9N	3
TCGA-QQ-A5V2	3
TCGA-QQ-A5V9	3
TCGA-QQ-A5VA	3
TCGA-QQ-A5VB	3
TCGA-QQ-A5VC	3
TCGA-QQ-A5VD	3
TCGA-QQ-A8VB	22
TCGA-QQ-A8VD	5
TCGA-QQ-A8VF	3
TCGA-QQ-A8VG	3
TCGA-QQ-A8VH	5
TCGA-RN-A68Q	3
TCGA-RN-AAAQ	7
TCGA-SG-A6Z4	3
TCGA-SG-A6Z7	13
TCGA-SG-A849	3
TCGA-SI-A71O	3
TCGA-SI-A71P	3
TCGA-SI-A71Q	13
TCGA-SI-AA8B	3
TCGA-SI-AA8C	7
TCGA-UE-A6QT	3
TCGA-UE-A6QU	3
TCGA-VT-A80G	7
TCGA-VT-A80J	3
TCGA-VT-AB3D	3
TCGA-WK-A8XO	3
TCGA-WK-A8XQ	5
TCGA-WK-A8XS	3
TCGA-WK-A8XT	5
TCGA-WK-A8XX	3
TCGA-WK-A8XY	15
TCGA-WK-A8Y0	3
TCGA-WP-A9GB	5
TCGA-X2-A95T	5
TCGA-X6-A7W8	3
TCGA-X6-A7WA	3
TCGA-X6-A7WB	3
TCGA-X6-A7WC	3
TCGA-X6-A7WD	3
TCGA-X6-A8C2	3
TCGA-X6-A8C3	3
TCGA-X6-A8C5	3
TCGA-X6-A8C6	3
TCGA-X6-A8C7	5
TCGA-X9-A971	3
TCGA-X9-A973	3
TCGA-Z4-A8JB	3
TCGA-Z4-A9VC	5
TCGA-Z4-AAPF	5
TCGA-Z4-AAPG	7
TCGA-2W-A8YY	8
TCGA-4J-AA1J	27
TCGA-BI-A0VR	27
TCGA-BI-A0VS	10
TCGA-BI-A20A	27
TCGA-C5-A0TN	27
TCGA-C5-A1BE	27
TCGA-C5-A1BF	27
TCGA-C5-A1BI	27
TCGA-C5-A1BJ	27
TCGA-C5-A1BK	27
TCGA-C5-A1BL	27
TCGA-C5-A1BM	27
TCGA-C5-A1BN	27
TCGA-C5-A1BQ	27
TCGA-C5-A1M5	27
TCGA-C5-A1M6	27
TCGA-C5-A1M7	27
TCGA-C5-A1M8	27
TCGA-C5-A1M9	18
TCGA-C5-A1ME	27
TCGA-C5-A1MF	27
TCGA-C5-A1MH	27
TCGA-C5-A1MI	10
TCGA-C5-A1MJ	14
TCGA-C5-A1MK	27
TCGA-C5-A1ML	27
TCGA-C5-A1MN	27
TCGA-C5-A1MP	27
TCGA-C5-A2LS	8
TCGA-C5-A2LT	27
TCGA-C5-A2LV	27
TCGA-C5-A2LX	27
TCGA-C5-A2LY	27
TCGA-C5-A2LZ	27
TCGA-C5-A2M1	18
TCGA-C5-A2M2	18
TCGA-C5-A3HD	27
TCGA-C5-A3HE	27
TCGA-C5-A3HF	20
TCGA-C5-A3HL	27
TCGA-C5-A7CG	27
TCGA-C5-A7CH	27
TCGA-C5-A7CJ	27
TCGA-C5-A7CK	27
TCGA-C5-A7CL	27
TCGA-C5-A7CM	27
TCGA-C5-A7CO	27
TCGA-C5-A7UC	27
TCGA-C5-A7UE	27
TCGA-C5-A7UH	27
TCGA-C5-A7UI	27
TCGA-C5-A7X3	27
TCGA-C5-A7X5	13
TCGA-C5-A7X8	13
TCGA-C5-A7XC	27
TCGA-C5-A8XH	27
TCGA-C5-A8XI	27
TCGA-C5-A8XJ	27
TCGA-C5-A8XK	27
TCGA-C5-A8YQ	10
TCGA-C5-A8YR	27
TCGA-C5-A8YT	20
TCGA-C5-A8ZZ	27
TCGA-C5-A907	27
TCGA-DG-A2KH	8
TCGA-DG-A2KJ	27
TCGA-DG-A2KK	18
TCGA-DG-A2KL	27
