Sample ID	iCluster
TCGA-EE-A2GS	7
TCGA-EE-A2GT	15
TCGA-EE-A2GU	15
TCGA-EE-A2M5	3
TCGA-EE-A2M6	15
TCGA-EE-A2M7	15
TCGA-EE-A2M8	3
TCGA-EE-A2MC	3
TCGA-EE-A2MD	15
TCGA-EE-A2ME	3
TCGA-EE-A2MF	15
TCGA-EE-A2MG	3
TCGA-EE-A2MH	15
TCGA-EE-A2MI	15
TCGA-EE-A2MJ	15
TCGA-EE-A2MK	15
TCGA-EE-A2ML	15
TCGA-EE-A2MM	15
TCGA-EE-A2MN	15
TCGA-EE-A2MP	15
TCGA-EE-A2MQ	15
TCGA-EE-A2MR	3
TCGA-EE-A2MS	15
TCGA-EE-A2MT	15
TCGA-EE-A2MU	15
TCGA-EE-A3AA	15
TCGA-EE-A3AB	15
TCGA-EE-A3AC	15
TCGA-EE-A3AD	15
TCGA-EE-A3AE	15
TCGA-EE-A3AF	15
TCGA-EE-A3AG	15
TCGA-EE-A3AH	7
TCGA-EE-A3J3	15
TCGA-EE-A3J4	1
TCGA-EE-A3J5	15
TCGA-EE-A3J7	15
TCGA-EE-A3J8	15
TCGA-EE-A3JA	15
TCGA-EE-A3JB	15
TCGA-EE-A3JD	3
TCGA-EE-A3JE	3
TCGA-EE-A3JH	3
TCGA-EE-A3JI	1
TCGA-ER-A193	15
TCGA-ER-A194	15
TCGA-ER-A195	3
TCGA-ER-A196	27
TCGA-ER-A197	15
TCGA-ER-A198	15
TCGA-ER-A199	15
TCGA-ER-A19A	3
TCGA-ER-A19B	7
TCGA-ER-A19C	15
TCGA-ER-A19D	22
TCGA-ER-A19E	15
TCGA-ER-A19F	15
TCGA-ER-A19G	15
TCGA-ER-A19H	15
TCGA-ER-A19J	15
TCGA-ER-A19K	15
TCGA-ER-A19L	15
TCGA-ER-A19M	15
TCGA-ER-A19N	3
TCGA-ER-A19O	15
TCGA-ER-A19P	3
TCGA-ER-A19Q	15
TCGA-ER-A19S	15
TCGA-ER-A19T	15
TCGA-ER-A19W	15
TCGA-ER-A1A1	3
TCGA-ER-A2NB	15
TCGA-ER-A2NC	3
TCGA-ER-A2ND	15
TCGA-ER-A2NE	7
TCGA-ER-A2NF	3
TCGA-ER-A2NG	15
TCGA-ER-A2NH	3
TCGA-ER-A3ES	15
TCGA-ER-A3ET	15
TCGA-ER-A3EV	15
TCGA-ER-A3PL	15
TCGA-ER-A42H	15
TCGA-ER-A42K	7
TCGA-ER-A42L	3
TCGA-FR-A2OS	15
TCGA-FR-A3R1	15
TCGA-FR-A3YN	15
TCGA-FR-A3YO	15
TCGA-FR-A69P	15
TCGA-FR-A728	15
TCGA-FR-A7U8	15
TCGA-FR-A7U9	3
TCGA-FR-A7UA	3
TCGA-FR-A8YC	15
TCGA-FR-A8YD	15
TCGA-FR-A8YE	3
TCGA-FS-A1YW	15
TCGA-FS-A1YX	15
TCGA-FS-A1YY	15
TCGA-FS-A1Z0	15
TCGA-FS-A1Z3	7
TCGA-FS-A1Z4	3
TCGA-FS-A1Z7	15
TCGA-FS-A1ZA	7
TCGA-FS-A1ZB	3
TCGA-FS-A1ZC	7
TCGA-FS-A1ZD	15
TCGA-FS-A1ZE	15
TCGA-FS-A1ZF	7
TCGA-FS-A1ZG	15
TCGA-FS-A1ZH	3
TCGA-FS-A1ZJ	7
TCGA-FS-A1ZK	15
TCGA-FS-A1ZM	15
TCGA-FS-A1ZN	15
TCGA-FS-A1ZP	15
TCGA-FS-A1ZQ	15
TCGA-FS-A1ZR	15
TCGA-FS-A1ZS	7
TCGA-FS-A1ZT	15
TCGA-FS-A1ZU	15
TCGA-FS-A1ZW	15
TCGA-FS-A1ZY	7
TCGA-FS-A1ZZ	15
TCGA-FS-A4F0	1
TCGA-FS-A4F4	15
TCGA-FS-A4F5	15
TCGA-FS-A4F8	3
TCGA-FS-A4FB	15
TCGA-FS-A4FD	15
TCGA-FW-A3I3	7
TCGA-FW-A3R5	15
TCGA-FW-A3TU	15
TCGA-FW-A3TV	15
TCGA-FW-A5DX	15
TCGA-GF-A2C7	15
TCGA-GF-A3OT	3
TCGA-GF-A4EO	15
TCGA-GF-A769	7
TCGA-GN-A262	15
TCGA-GN-A263	15
TCGA-GN-A264	15
TCGA-GN-A265	3
TCGA-GN-A266	3
TCGA-GN-A267	15
TCGA-GN-A268	15
TCGA-GN-A26A	15
TCGA-GN-A26C	3
TCGA-GN-A26D	15
TCGA-GN-A4U3	15
TCGA-GN-A4U4	15
TCGA-GN-A4U5	3
TCGA-GN-A4U7	15
TCGA-GN-A4U8	15
TCGA-GN-A4U9	15
TCGA-GN-A8LK	15
TCGA-GN-A8LL	15
TCGA-GN-A8LN	15
TCGA-GN-A9SD	3
TCGA-HR-A2OG	3
TCGA-HR-A2OH	15
TCGA-HR-A5NC	15
TCGA-IH-A3EA	15
TCGA-LH-A9QB	15
TCGA-OD-A75X	15
TCGA-QB-A6FS	15
TCGA-QB-AA9O	7
TCGA-RP-A690	15
TCGA-RP-A693	15
TCGA-RP-A694	15
TCGA-RP-A695	15
TCGA-RP-A6K9	15
TCGA-W3-A824	15
TCGA-W3-A825	22
TCGA-W3-A828	20
TCGA-W3-AA1O	15
TCGA-W3-AA1Q	15
TCGA-W3-AA1R	15
TCGA-W3-AA1V	3
TCGA-W3-AA1W	15
TCGA-W3-AA21	15
TCGA-WE-A8JZ	7
TCGA-WE-A8K1	15
TCGA-WE-A8K5	15
TCGA-WE-A8K6	15
TCGA-WE-A8ZM	23
TCGA-WE-A8ZN	3
TCGA-WE-A8ZO	7
TCGA-WE-A8ZQ	7
TCGA-WE-A8ZT	15
TCGA-WE-A8ZY	15
TCGA-WE-AA9Y	3
TCGA-WE-AAA0	15
TCGA-WE-AAA3	15
TCGA-WE-AAA4	15
TCGA-XV-A9VZ	20
TCGA-XV-A9W2	25
TCGA-XV-A9W5	15
TCGA-XV-AAZV	3
TCGA-XV-AAZW	15
TCGA-XV-AAZY	15
TCGA-YD-A89C	15
TCGA-YD-A9TA	7
TCGA-YD-A9TB	15
TCGA-YG-AA3N	15
TCGA-YG-AA3O	15
TCGA-YG-AA3P	15
TCGA-Z2-A8RT	15
TCGA-Z2-AA3S	15
TCGA-Z2-AA3V	15
TCGA-4P-AA8J	20
TCGA-BA-4074	25
TCGA-BA-4076	25
TCGA-BA-4078	25
TCGA-BA-5149	25
TCGA-BA-5151	27
TCGA-BA-5152	27
TCGA-BA-5153	27
TCGA-BA-5555	10
TCGA-BA-5556	27
TCGA-BA-5557	27
TCGA-BA-5558	27
TCGA-BA-5559	27
TCGA-BA-6868	10
TCGA-BA-6869	10
TCGA-BA-6870	10
TCGA-BA-6871	25
TCGA-BA-6872	25
TCGA-BA-6873	27
TCGA-BA-7269	25
TCGA-BA-A4IF	10
TCGA-BA-A4IG	27
TCGA-BA-A4IH	22
TCGA-BA-A4II	25
TCGA-BA-A6D8	10
TCGA-BA-A6DA	25
TCGA-BA-A6DB	27
TCGA-BA-A6DD	27
TCGA-BA-A6DE	10
TCGA-BA-A6DG	20
TCGA-BA-A6DI	27
TCGA-BA-A6DJ	27
TCGA-BA-A6DL	10
TCGA-BA-A8YP	10
TCGA-BB-4217	25
TCGA-BB-4223	27
TCGA-BB-4224	10
TCGA-BB-4225	27
TCGA-BB-4227	25
TCGA-BB-4228	27
TCGA-BB-7861	27
TCGA-BB-7862	17
TCGA-BB-7863	27
TCGA-BB-7864	27
TCGA-BB-7866	27
TCGA-BB-7870	7
TCGA-BB-7871	25
TCGA-BB-7872	10
TCGA-BB-8596	20
TCGA-BB-8601	10
TCGA-BB-A5HU	10
TCGA-BB-A5HY	10
TCGA-BB-A5HZ	27
TCGA-BB-A6UO	27
TCGA-C9-A47Z	27
TCGA-C9-A480	27
TCGA-CN-4722	14
TCGA-CN-4723	10
TCGA-CN-4725	27
TCGA-CN-4726	27
TCGA-CN-4727	27
TCGA-CN-4728	25
TCGA-CN-4729	10
TCGA-CN-4730	10
TCGA-CN-4731	10
TCGA-CN-4733	20
TCGA-CN-4735	25
TCGA-CN-4736	27
TCGA-CN-4737	10
TCGA-CN-4738	10
TCGA-CN-4739	25
TCGA-CN-4740	10
TCGA-CN-4741	27
TCGA-CN-4742	25
TCGA-CN-5355	27
TCGA-CN-5356	10
TCGA-CN-5358	20
TCGA-CN-5359	27
TCGA-CN-5360	10
TCGA-CN-5363	25
TCGA-CN-5364	25
TCGA-CN-5365	25
TCGA-CN-5366	27
TCGA-CN-5367	25
TCGA-CN-5369	27
TCGA-CN-5370	27
TCGA-CN-5373	27
TCGA-CN-5374	27
TCGA-CN-6010	27
TCGA-CN-6011	25
TCGA-CN-6012	25
TCGA-CN-6013	25
TCGA-CN-6016	27
TCGA-CN-6017	20
TCGA-CN-6018	27
TCGA-CN-6019	20
TCGA-CN-6020	10
TCGA-CN-6021	10
TCGA-CN-6022	10
TCGA-CN-6023	27
TCGA-CN-6024	10
TCGA-CN-6988	10
TCGA-CN-6989	25
TCGA-CN-6992	10
TCGA-CN-6994	25
TCGA-CN-6995	25
TCGA-CN-6996	27
TCGA-CN-6997	10
TCGA-CN-6998	27
TCGA-CN-A497	10
TCGA-CN-A498	25
TCGA-CN-A499	27
TCGA-CN-A49A	10
TCGA-CN-A49B	25
TCGA-CN-A49C	25
TCGA-CN-A63T	27
TCGA-CN-A63U	10
TCGA-CN-A63V	10
TCGA-CN-A63W	7
TCGA-CN-A641	10
TCGA-CN-A642	27
TCGA-CN-A6UY	27
TCGA-CN-A6V1	27
TCGA-CN-A6V3	10
TCGA-CN-A6V6	27
TCGA-CN-A6V7	27
TCGA-CQ-5323	27
TCGA-CQ-5324	27
TCGA-CQ-5325	27
TCGA-CQ-5326	25
TCGA-CQ-5327	27
TCGA-CQ-5329	27
TCGA-CQ-5330	27
TCGA-CQ-5331	27
TCGA-CQ-5332	10
TCGA-CQ-5333	27
TCGA-CQ-5334	27
TCGA-CQ-6218	27
TCGA-CQ-6220	27
TCGA-CQ-6223	27
TCGA-CQ-6224	10
TCGA-CQ-6225	2
TCGA-CQ-6227	10
TCGA-CQ-6228	25
TCGA-CQ-6229	27
TCGA-CQ-7063	27
TCGA-CQ-7065	10
TCGA-CQ-7067	10
TCGA-CQ-7068	27
TCGA-CQ-7069	10
TCGA-CQ-7071	27
TCGA-CQ-7072	10
TCGA-CQ-A4C6	27
TCGA-CQ-A4C9	10
TCGA-CQ-A4CA	25
TCGA-CQ-A4CB	25
TCGA-CQ-A4CD	27
TCGA-CQ-A4CE	27
TCGA-CQ-A4CG	27
TCGA-CQ-A4CH	27
TCGA-CQ-A4CI	10
TCGA-CR-5243	27
TCGA-CR-5247	25
TCGA-CR-5248	27
TCGA-CR-5249	27
TCGA-CR-5250	27
TCGA-CR-6467	27
TCGA-CR-6470	27
TCGA-CR-6471	27
TCGA-CR-6472	10
TCGA-CR-6473	27
TCGA-CR-6474	25
TCGA-CR-6477	25
TCGA-CR-6478	25
TCGA-CR-6480	27
TCGA-CR-6481	27
TCGA-CR-6482	20
TCGA-CR-6484	27
TCGA-CR-6487	27
TCGA-CR-6488	10
TCGA-CR-6491	25
TCGA-CR-6492	27
TCGA-CR-6493	27
TCGA-CR-7364	10
TCGA-CR-7365	27
TCGA-CR-7367	10
TCGA-CR-7368	10
TCGA-CR-7369	27
TCGA-CR-7370	10
TCGA-CR-7371	20
TCGA-CR-7372	10
TCGA-CR-7373	27
TCGA-CR-7374	10
TCGA-CR-7376	20
TCGA-CR-7377	27
TCGA-CR-7379	10
TCGA-CR-7380	27
TCGA-CR-7382	20
TCGA-CR-7383	25
TCGA-CR-7385	27
TCGA-CR-7386	27
TCGA-CR-7388	10
TCGA-CR-7389	10
TCGA-CR-7390	10
TCGA-CR-7391	20
TCGA-CR-7392	20
TCGA-CR-7393	20
TCGA-CR-7394	27
TCGA-CR-7395	27
TCGA-CR-7397	10
TCGA-CR-7398	10
TCGA-CR-7399	25
TCGA-CR-7401	27
TCGA-CR-7402	27
TCGA-CR-7404	27
TCGA-CV-5430	10
TCGA-CV-5431	2
TCGA-CV-5432	10
TCGA-CV-5434	10
TCGA-CV-5435	10
TCGA-CV-5436	10
TCGA-CV-5439	27
TCGA-CV-5440	25
TCGA-CV-5441	25
TCGA-CV-5442	27
TCGA-CV-5443	27
TCGA-CV-5444	10
TCGA-CV-5966	27
TCGA-CV-5970	10
TCGA-CV-5971	20
TCGA-CV-5973	25
TCGA-CV-5976	10
TCGA-CV-5977	27
TCGA-CV-5978	10
TCGA-CV-5979	10
TCGA-CV-6003	27
TCGA-CV-6433	27
TCGA-CV-6436	27
TCGA-CV-6441	7
TCGA-CV-6933	10
TCGA-CV-6934	20
TCGA-CV-6935	25
TCGA-CV-6936	25
TCGA-CV-6937	10
TCGA-CV-6938	27
TCGA-CV-6939	20
TCGA-CV-6940	7
TCGA-CV-6941	10
TCGA-CV-6942	27
TCGA-CV-6943	27
TCGA-CV-6945	25
TCGA-CV-6948	7
TCGA-CV-6950	25
TCGA-CV-6951	10
TCGA-CV-6952	27
TCGA-CV-6953	27
TCGA-CV-6954	27
TCGA-CV-6955	27
TCGA-CV-6956	27
TCGA-CV-6959	27
TCGA-CV-6960	10
TCGA-CV-6961	10
TCGA-CV-6962	27
TCGA-CV-7089	27
TCGA-CV-7090	27
TCGA-CV-7091	10
TCGA-CV-7095	25
TCGA-CV-7097	25
TCGA-CV-7099	27
TCGA-CV-7100	27
TCGA-CV-7101	10
TCGA-CV-7102	25
TCGA-CV-7103	10
TCGA-CV-7104	10
TCGA-CV-7177	10
TCGA-CV-7178	25
TCGA-CV-7180	27
TCGA-CV-7183	27
TCGA-CV-7235	25
TCGA-CV-7236	10
TCGA-CV-7238	27
TCGA-CV-7242	10
TCGA-CV-7243	10
TCGA-CV-7245	10
TCGA-CV-7247	25
TCGA-CV-7248	10
TCGA-CV-7250	27
TCGA-CV-7252	27
TCGA-CV-7253	10
TCGA-CV-7254	20
TCGA-CV-7255	10
TCGA-CV-7261	10
TCGA-CV-7263	10
TCGA-CV-7406	10
TCGA-CV-7407	27
TCGA-CV-7409	27
TCGA-CV-7410	20
TCGA-CV-7411	27
TCGA-CV-7413	10
TCGA-CV-7414	25
TCGA-CV-7415	25
TCGA-CV-7416	27
TCGA-CV-7418	25
TCGA-CV-7421	10
TCGA-CV-7422	25
TCGA-CV-7423	10
TCGA-CV-7424	10
TCGA-CV-7425	27
TCGA-CV-7427	27
TCGA-CV-7428	27
TCGA-CV-7429	27
TCGA-CV-7430	7
TCGA-CV-7432	25
TCGA-CV-7433	25
TCGA-CV-7434	27
TCGA-CV-7435	25
TCGA-CV-7437	10
TCGA-CV-7438	27
TCGA-CV-7440	10
TCGA-CV-A45O	27
TCGA-CV-A45P	27
TCGA-CV-A45Q	27
TCGA-CV-A45R	27
TCGA-CV-A45T	27
TCGA-CV-A45U	25
TCGA-CV-A45V	27
TCGA-CV-A45W	10
TCGA-CV-A45X	25
TCGA-CV-A45Y	27
TCGA-CV-A45Z	10
TCGA-CV-A460	25
TCGA-CV-A461	27
TCGA-CV-A463	27
TCGA-CV-A464	10
TCGA-CV-A465	10
TCGA-CV-A468	20
TCGA-CV-A6JD	27
TCGA-CV-A6JE	25
TCGA-CV-A6JM	25
TCGA-CV-A6JN	25
TCGA-CV-A6JO	27
TCGA-CV-A6JT	27
TCGA-CV-A6JU	10
TCGA-CV-A6JY	10
TCGA-CV-A6JZ	27
TCGA-CV-A6K0	10
TCGA-CV-A6K1	27
TCGA-CV-A6K2	27
TCGA-CX-7085	20
TCGA-CX-7086	25
TCGA-CX-7219	10
TCGA-CX-A4AQ	25
TCGA-D6-6515	27
TCGA-D6-6516	27
TCGA-D6-6517	27
TCGA-D6-6823	10
TCGA-D6-6824	20
TCGA-D6-6825	25
TCGA-D6-6826	10
TCGA-D6-6827	20
TCGA-D6-8568	10
TCGA-D6-8569	27
TCGA-D6-A4Z9	25
TCGA-D6-A4ZB	10
TCGA-D6-A6EK	27
TCGA-D6-A6EM	27
TCGA-D6-A6EN	27
TCGA-D6-A6EO	10
TCGA-D6-A6EP	7
TCGA-D6-A6EQ	10
TCGA-D6-A6ES	25
TCGA-D6-A74Q	10
TCGA-DQ-5624	10
TCGA-DQ-5625	27
TCGA-DQ-5629	10
TCGA-DQ-5630	27
TCGA-DQ-5631	10
TCGA-DQ-7588	25
TCGA-DQ-7589	25
TCGA-DQ-7590	27
TCGA-DQ-7591	27
TCGA-DQ-7592	10
TCGA-DQ-7593	20
TCGA-DQ-7594	20
TCGA-DQ-7595	10
TCGA-DQ-7596	27
TCGA-F7-7848	25
TCGA-F7-8298	27
TCGA-F7-8489	27
TCGA-F7-A50G	27
TCGA-F7-A50I	27
TCGA-F7-A50J	10
TCGA-F7-A61S	27
TCGA-F7-A61V	27
TCGA-F7-A61W	10
TCGA-F7-A620	27
TCGA-F7-A622	27
TCGA-F7-A623	10
TCGA-F7-A624	3
TCGA-H7-7774	27
TCGA-H7-8501	27
TCGA-H7-8502	25
TCGA-H7-A6C4	27
TCGA-H7-A76A	27
TCGA-HD-7229	27
TCGA-HD-7753	25
TCGA-HD-7754	10
TCGA-HD-7831	10
TCGA-HD-7832	27
TCGA-HD-7917	27
TCGA-HD-8224	10
TCGA-HD-8314	27
TCGA-HD-8634	27
TCGA-HD-8635	10
TCGA-HD-A4C1	27
TCGA-HD-A633	10
TCGA-HD-A634	8
TCGA-HD-A6HZ	10
TCGA-HD-A6I0	27
TCGA-HL-7533	27
TCGA-IQ-7630	27
TCGA-IQ-7631	10
TCGA-IQ-7632	10
TCGA-IQ-A61E	27
TCGA-IQ-A61G	25
TCGA-IQ-A61H	25
TCGA-IQ-A61I	27
TCGA-IQ-A61J	10
TCGA-IQ-A61O	3
TCGA-IQ-A6SH	10
TCGA-KU-A66S	20
TCGA-KU-A66T	25
TCGA-KU-A6H7	27
TCGA-KU-A6H8	20
TCGA-MT-A51W	25
TCGA-MT-A51X	27
TCGA-MT-A67A	27
TCGA-MT-A67D	25
TCGA-MT-A67F	27
TCGA-MT-A7BN	13
TCGA-MZ-A5BI	27
TCGA-MZ-A6I9	27
TCGA-MZ-A7D7	25
TCGA-P3-A5Q5	27
TCGA-P3-A5Q6	10
TCGA-P3-A5QA	10
TCGA-P3-A5QE	27
TCGA-P3-A5QF	27
TCGA-P3-A6SW	27
TCGA-P3-A6SX	25
TCGA-P3-A6T0	10
TCGA-P3-A6T2	27
TCGA-P3-A6T3	25
TCGA-P3-A6T4	25
TCGA-P3-A6T5	27
TCGA-P3-A6T6	27
TCGA-P3-A6T7	25
TCGA-P3-A6T8	10
TCGA-QK-A64Z	10
TCGA-QK-A652	27
TCGA-QK-A6IF	22
TCGA-QK-A6IG	27
TCGA-QK-A6IH	25
TCGA-QK-A6II	27
TCGA-QK-A6IJ	25
TCGA-QK-A6V9	27
TCGA-QK-A6VB	10
TCGA-QK-A6VC	10
TCGA-QK-A8Z7	10
TCGA-QK-A8Z8	10
TCGA-QK-A8Z9	10
TCGA-QK-A8ZA	25
TCGA-QK-A8ZB	10
TCGA-QK-AA3J	13
TCGA-QK-AA3K	25
TCGA-RS-A6TO	27
TCGA-RS-A6TP	27
TCGA-T2-A6WX	27
TCGA-T2-A6WZ	27
TCGA-T2-A6X0	27
TCGA-T2-A6X2	27
TCGA-T3-A92M	17
TCGA-T3-A92N	27
TCGA-TN-A7HI	27
TCGA-TN-A7HJ	27
TCGA-TN-A7HL	27
TCGA-UF-A718	10
TCGA-UF-A719	10
TCGA-UF-A71A	10
TCGA-UF-A71B	10
TCGA-UF-A71D	25
TCGA-UF-A71E	25
TCGA-UF-A7J9	10
TCGA-UF-A7JA	25
TCGA-UF-A7JC	25
TCGA-UF-A7JD	10
TCGA-UF-A7JF	10
TCGA-UF-A7JH	10
TCGA-UF-A7JJ	20
TCGA-UF-A7JK	10
TCGA-UF-A7JO	27
TCGA-UF-A7JS	25
TCGA-UF-A7JT	27
TCGA-UF-A7JV	27
TCGA-UP-A6WW	10
TCGA-WA-A7H4	20
TCGA-2A-A8VL	16
TCGA-2A-A8VO	16
TCGA-2A-A8VT	16
TCGA-2A-A8VV	16
TCGA-2A-A8VX	16
TCGA-2A-A8W1	16
TCGA-2A-A8W3	16
TCGA-2A-AAYF	16
TCGA-2A-AAYO	16
TCGA-2A-AAYU	16
TCGA-4L-AA1F	16
TCGA-CH-5737	16
TCGA-CH-5738	16
TCGA-CH-5739	16
TCGA-CH-5740	16
TCGA-CH-5741	16
TCGA-CH-5743	16
TCGA-CH-5744	16
TCGA-CH-5746	16
TCGA-CH-5748	16
TCGA-CH-5750	16
TCGA-CH-5752	16
TCGA-CH-5753	16
TCGA-CH-5754	16
TCGA-CH-5761	16
TCGA-CH-5762	16
TCGA-CH-5763	16
TCGA-CH-5764	16
TCGA-CH-5765	16
TCGA-CH-5766	16
TCGA-CH-5767	16
TCGA-CH-5768	16
TCGA-CH-5769	16
TCGA-CH-5771	16
TCGA-CH-5772	16
TCGA-CH-5788	17
TCGA-CH-5789	16
TCGA-CH-5790	16
TCGA-CH-5791	16
TCGA-CH-5792	16
TCGA-CH-5794	16
TCGA-EJ-5494	16
TCGA-EJ-5495	16
TCGA-EJ-5496	16
TCGA-EJ-5497	16
TCGA-EJ-5498	16
TCGA-EJ-5499	16
TCGA-EJ-5501	16
TCGA-EJ-5502	16
TCGA-EJ-5503	16
TCGA-EJ-5504	16
TCGA-EJ-5505	16
TCGA-EJ-5506	16
TCGA-EJ-5507	16
TCGA-EJ-5508	16
TCGA-EJ-5509	16
TCGA-EJ-5510	16
TCGA-EJ-5511	16
TCGA-EJ-5512	16
TCGA-EJ-5514	16
TCGA-EJ-5515	16
TCGA-EJ-5516	16
TCGA-EJ-5517	16
TCGA-EJ-5518	16
TCGA-EJ-5519	16
TCGA-EJ-5521	16
TCGA-EJ-5522	16
TCGA-EJ-5524	16
TCGA-EJ-5525	16
TCGA-EJ-5526	16
TCGA-EJ-5527	16
TCGA-EJ-5530	16
TCGA-EJ-5531	16
TCGA-EJ-5532	16
TCGA-EJ-5542	16
TCGA-EJ-7115	16
TCGA-EJ-7123	16
TCGA-EJ-7125	16
TCGA-EJ-7218	16
TCGA-EJ-7314	16
TCGA-EJ-7315	16
TCGA-EJ-7317	16
TCGA-EJ-7318	16
TCGA-EJ-7321	16
TCGA-EJ-7325	16
TCGA-EJ-7327	16
TCGA-EJ-7328	16
TCGA-EJ-7330	16
TCGA-EJ-7331	16
TCGA-EJ-7781	16
TCGA-EJ-7782	16
TCGA-EJ-7783	16
TCGA-EJ-7784	16
TCGA-EJ-7785	16
TCGA-EJ-7786	16
TCGA-EJ-7788	16
TCGA-EJ-7789	16
TCGA-EJ-7791	16
TCGA-EJ-7792	16
TCGA-EJ-7793	16
TCGA-EJ-7794	16
TCGA-EJ-7797	16
TCGA-EJ-8468	16
TCGA-EJ-8469	16
TCGA-EJ-8470	16
TCGA-EJ-8472	16
TCGA-EJ-8474	16
TCGA-EJ-A46B	16
TCGA-EJ-A46D	16
TCGA-EJ-A46E	16
TCGA-EJ-A46F	16
TCGA-EJ-A46G	16
TCGA-EJ-A46H	20
TCGA-EJ-A46I	16
TCGA-EJ-A65E	16
TCGA-EJ-A65F	16
TCGA-EJ-A65G	16
TCGA-EJ-A65J	16
TCGA-EJ-A65M	16
TCGA-EJ-A6RA	16
TCGA-EJ-A6RC	16
TCGA-EJ-A7NF	16
TCGA-EJ-A7NG	16
TCGA-EJ-A7NH	16
TCGA-EJ-A7NJ	16
TCGA-EJ-A7NK	16
TCGA-EJ-A7NM	16
TCGA-EJ-A8FN	16
TCGA-EJ-A8FO	16
TCGA-EJ-A8FP	16
TCGA-EJ-A8FS	16
TCGA-EJ-A8FU	16
TCGA-EJ-AB20	16
TCGA-EJ-AB27	16
TCGA-FC-7708	16
TCGA-FC-7961	16
TCGA-FC-A4JI	17
TCGA-FC-A5OB	16
TCGA-FC-A8O0	16
TCGA-G9-6329	16
TCGA-G9-6332	16
TCGA-G9-6333	16
TCGA-G9-6336	16
TCGA-G9-6338	16
TCGA-G9-6339	16
TCGA-G9-6342	16
TCGA-G9-6343	16
TCGA-G9-6348	16
TCGA-G9-6351	16
TCGA-G9-6353	16
TCGA-G9-6354	16
TCGA-G9-6356	16
TCGA-G9-6361	16
TCGA-G9-6362	16
TCGA-G9-6363	16
TCGA-G9-6364	16
TCGA-G9-6365	16
TCGA-G9-6366	16
TCGA-G9-6367	16
TCGA-G9-6369	16
TCGA-G9-6370	16
TCGA-G9-6371	16
TCGA-G9-6373	16
TCGA-G9-6377	16
TCGA-G9-6378	16
TCGA-G9-6384	16
TCGA-G9-6385	16
TCGA-G9-6494	16
TCGA-G9-6496	16
TCGA-G9-6498	16
TCGA-G9-6499	16
TCGA-G9-7509	16
TCGA-G9-7510	16
TCGA-G9-7519	16
TCGA-G9-7521	16
TCGA-G9-7522	16
TCGA-G9-7523	16
TCGA-G9-7525	16
TCGA-G9-A9S0	16
TCGA-G9-A9S7	16
TCGA-H9-7775	16
TCGA-H9-A6BX	16
TCGA-HC-7075	16
TCGA-HC-7077	16
TCGA-HC-7078	16
TCGA-HC-7079	20
TCGA-HC-7080	16
TCGA-HC-7081	16
TCGA-HC-7209	16
TCGA-HC-7210	16
TCGA-HC-7211	16
TCGA-HC-7212	16
TCGA-HC-7213	16
TCGA-HC-7230	16
TCGA-HC-7231	16
TCGA-HC-7232	16
TCGA-HC-7233	16
TCGA-HC-7736	16
TCGA-HC-7737	16
TCGA-HC-7738	16
TCGA-HC-7740	16
TCGA-HC-7742	16
TCGA-HC-7744	16
TCGA-HC-7745	16
TCGA-HC-7747	16
TCGA-HC-7748	16
TCGA-HC-7749	16
TCGA-HC-7750	16
TCGA-HC-7752	16
TCGA-HC-7817	16
TCGA-HC-7818	16
TCGA-HC-7819	16
TCGA-HC-7820	16
TCGA-HC-7821	16
TCGA-HC-8213	16
TCGA-HC-8216	16
TCGA-HC-8256	16
TCGA-HC-8257	16
TCGA-HC-8258	16
TCGA-HC-8259	16
TCGA-HC-8260	16
TCGA-HC-8261	16
TCGA-HC-8262	16
TCGA-HC-8264	16
TCGA-HC-8265	16
TCGA-HC-8266	16
TCGA-HC-A48F	16
TCGA-HC-A4ZV	16
TCGA-HC-A631	7
TCGA-HC-A632	16
TCGA-HC-A76W	16
TCGA-HC-A76X	16
TCGA-HC-A8CY	16
TCGA-HC-A8D0	16
TCGA-HC-A8D1	16
TCGA-HC-A9TE	16
TCGA-HC-A9TH	16
TCGA-HI-7168	16
TCGA-HI-7169	16
TCGA-HI-7170	16
TCGA-HI-7171	16
TCGA-J4-8198	16
TCGA-J4-8200	16
TCGA-J4-A67T	16
TCGA-J4-A6G1	16
TCGA-J4-A6G3	16
TCGA-J4-A83I	16
TCGA-J4-A83J	16
TCGA-J4-A83K	16
TCGA-J4-A83L	16
TCGA-J4-A83M	16
TCGA-J4-A83N	16
TCGA-J4-AATV	16
TCGA-J4-AATZ	16
TCGA-J4-AAU2	16
TCGA-J9-A52B	16
TCGA-J9-A52C	16
TCGA-J9-A52E	16
TCGA-J9-A8CK	16
TCGA-J9-A8CL	16
TCGA-J9-A8CM	16
TCGA-J9-A8CN	16
TCGA-J9-A8CP	16
TCGA-KC-A4BL	16
TCGA-KC-A4BN	16
TCGA-KC-A4BR	16
TCGA-KC-A4BV	16
TCGA-KC-A7F3	16
TCGA-KC-A7F6	16
TCGA-KC-A7FA	16
TCGA-KC-A7FD	16
TCGA-KC-A7FE	16
TCGA-KK-A59V	16
TCGA-KK-A59X	16
TCGA-KK-A59Y	16
TCGA-KK-A59Z	16
TCGA-KK-A6DY	16
TCGA-KK-A6E0	16
TCGA-KK-A6E1	16
TCGA-KK-A6E2	16
TCGA-KK-A6E5	16
